ts_code,name,market,list_date,m_fee,c_fee,issue_amount,benchmark,invest_type,industry,cleaned_benchmark_name,benchmark_code
013941.OF,东吴医疗服务C,O,,1.2,0.2,0.7706,中证医疗指数收益率*80%+恒生指数收益率*10%+中债综合指数(全价)收益率*10%,股票型,医疗,中证医疗指数,
013921.OF,兴华创新医疗6个月持有C,O,,1.2,0.2,0.0597,中证医药卫生指数收益率*60%+恒生医疗保健指数收益率(使用估值汇率折算)*20%+中债综合全价(总值)指数收益率*20%,混合型,医疗,中证医药卫生指数,
013940.OF,东吴医疗服务A,O,,1.2,0.2,1.703,中证医疗指数收益率*80%+恒生指数收益率*10%+中债综合指数(全价)收益率*10%,股票型,医疗,中证医疗指数,
013920.OF,兴华创新医疗6个月持有A,O,,1.2,0.2,0.3272,中证医药卫生指数收益率*60%+恒生医疗保健指数收益率(使用估值汇率折算)*20%+中债综合全价(总值)指数收益率*20%,混合型,医疗,中证医药卫生指数,
013477.OF,华宝中证金融科技主题ETF联接A,O,,0.5,0.1,0.1504,中证金融科技主题指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,科技,中证金融科技主题指数,
013478.OF,华宝中证金融科技主题ETF联接C,O,,0.5,0.1,0.0209,中证金融科技主题指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,科技,中证金融科技主题指数,
013293.OF,长城健康消费A,O,,1.2,0.2,8.6864,中证健康产业指数收益率*40%+中证消费服务领先指数收益率*40%+中债综合财富指数收益率*20%,混合型,医疗,中证健康产业指数,
012159.OF,财通资管健康产业A,O,,1.2,0.2,12.4486,中证医药卫生指数收益率*70%+中债综合指数收益率*30%,混合型,医疗,中证医药卫生指数,
012160.OF,财通资管健康产业C,O,,1.2,0.2,1.6439,中证医药卫生指数收益率*70%+中债综合指数收益率*30%,混合型,医疗,中证医药卫生指数,
014117.OF,国泰中证沪港深创新药产业ETF联接A,O,,0.5,0.1,0.1017,中证沪港深创新药产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证沪港深创新药产业指数,
013416.OF,永赢中证全指医疗器械ETF联接C,O,,0.5,0.1,0.0853,中证全指医疗器械指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗器械指数,
014118.OF,国泰中证沪港深创新药产业ETF联接C,O,,0.5,0.1,0.0529,中证沪港深创新药产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证沪港深创新药产业指数,
013415.OF,永赢中证全指医疗器械ETF联接A,O,,0.5,0.1,0.3078,中证全指医疗器械指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗器械指数,
014128.OF,东财中证沪港深创新药A,O,,0.5,0.05,0.369,中证沪港深创新药产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证沪港深创新药产业指数,
014129.OF,东财中证沪港深创新药C,O,,0.5,0.05,0.3464,中证沪港深创新药产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证沪港深创新药产业指数,
013876.OF,财通资管新能源汽车A,O,,1.2,0.2,0.1464,中证新能源汽车指数收益率*75%+中债综合指数收益率*25%,混合型,科技,中证新能源汽车指数,
013877.OF,财通资管新能源汽车C,O,,1.2,0.2,1.1074,中证新能源汽车指数收益率*75%+中债综合指数收益率*25%,混合型,科技,中证新能源汽车指数,
013887.OF,华商新能源汽车C,O,,1.2,0.2,5.5782,中证新能源汽车指数收益率*70%+中债总全价(总值)指数收益率*20%+中证港股通综合指数收益率*10%,混合型,科技,中证新能源汽车指数,
013886.OF,华商新能源汽车A,O,,1.2,0.2,14.687,中证新能源汽车指数收益率*70%+中债总全价(总值)指数收益率*20%+中证港股通综合指数收益率*10%,混合型,科技,中证新能源汽车指数,
013927.OF,易米国证消费100指数增强C,O,,1.2,0.05,0.0004,国证消费100指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,消费,国证消费100指数,
013926.OF,易米国证消费100指数增强A,O,,1.2,0.05,0.1019,国证消费100指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,消费,国证消费100指数,
014046.OF,交银医药创新C,O,,1.2,0.2,,中证医药卫生指数收益率*85%+中证综合债券指数收益率*15%,股票型,医疗,中证医药卫生指数,
014002.OF,浦银安盛全球智能科技C,O,,1.2,0.2,,MSCI All Country World Index(MSCI ACWI 指数)总收益,股票型,科技,MSCI All Country World Index(MSCI ACWI 指数)总收益,
012340.OF,东财中证食品饮料指数增强A,O,,1.2,0.1,0.3056,中证食品饮料指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,消费,中证食品饮料指数,
012341.OF,东财中证食品饮料指数增强C,O,,1.2,0.1,0.3907,中证食品饮料指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,消费,中证食品饮料指数,
013949.OF,交银科锐科技创新C,O,,1.2,0.2,,中国战略新兴产业成份指数收益率*65%+中证综合债券指数收益率*35%,混合型,科技,中国战略新兴产业成份指数,
013345.OF,富荣信息技术A,O,,1.2,0.2,0.8725,中证全指信息技术指数收益率*70%+中债综合指数收益率*30%,混合型,科技,中证全指信息技术指数,
014030.OF,大摩健康产业C,O,,1.2,0.2,,沪深300指数收益率*80%+中证综合债指数收益率*20%,混合型,医疗,沪深300指数,000300.SH
013346.OF,富荣信息技术C,O,,1.2,0.2,2.906,中证全指信息技术指数收益率*70%+中债综合指数收益率*30%,混合型,科技,中证全指信息技术指数,
013125.OF,华夏中证细分食品饮料产业主题ETF联接A,O,,0.5,0.1,0.2623,中证细分食品饮料产业主题指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,消费,中证细分食品饮料产业主题指数,
012559.OF,天弘中证沪港深科技龙头A,O,,0.5,0.1,0.1232,中证沪港深科技龙头指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证沪港深科技龙头指数,
013130.OF,汇添富中证沪港深消费龙头C,O,,0.5,0.1,0.0131,中证沪港深消费龙头指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,消费,中证沪港深消费龙头指数,
013129.OF,汇添富中证沪港深消费龙头A,O,,0.5,0.1,0.1128,中证沪港深消费龙头指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,消费,中证沪港深消费龙头指数,
013128.OF,汇添富恒生科技联接C,O,,0.15,0.05,0.0489,恒生科技指数收益率(经人民币汇率调整)*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(经人民币汇率调整),
012560.OF,天弘中证沪港深科技龙头C,O,,0.5,0.1,0.0936,中证沪港深科技龙头指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证沪港深科技龙头指数,
013127.OF,汇添富恒生科技联接A,O,,0.15,0.05,0.2264,恒生科技指数收益率(经人民币汇率调整)*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(经人民币汇率调整),
013126.OF,华夏中证细分食品饮料产业主题ETF联接C,O,,0.5,0.1,0.0462,中证细分食品饮料产业主题指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,消费,中证细分食品饮料产业主题指数,
013290.OF,工银食品饮料行业C,O,,1.2,0.2,1.2561,中证食品饮料指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生必需性消费业指数收益率(按估值汇率调整)*10%,混合型,消费,中证食品饮料指数,
013289.OF,工银食品饮料行业A,O,,1.2,0.2,2.7838,中证食品饮料指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生必需性消费业指数收益率(按估值汇率调整)*10%,混合型,消费,中证食品饮料指数,
013319.OF,华安中证新能源汽车ETF联接A,O,,0.5,0.1,0.6311,中证新能源汽车指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
013320.OF,华安中证新能源汽车ETF联接C,O,,0.5,0.1,0.8825,中证新能源汽车指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
013686.OF,华安安信消费服务C,O,,1.2,0.2,,中证消费服务领先指数收益率,混合型,消费,中证消费服务领先指数,
012982.OF,华夏创新医药龙头C,O,,1.2,0.2,1.4362,中证医药卫生指数收益率*60%+恒生医疗保健指数收益率*20%+中债综合(全价)指数收益率*20%,混合型,医疗,中证医药卫生指数,
012320.OF,东财国证消费电子主题指数增强C,O,,1.2,0.1,0.6559,国证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,消费,国证消费电子主题指数,
012981.OF,华夏创新医药龙头A,O,,1.2,0.2,0.7518,中证医药卫生指数收益率*60%+恒生医疗保健指数收益率*20%+中债综合(全价)指数收益率*20%,混合型,医疗,中证医药卫生指数,
012319.OF,东财国证消费电子主题指数增强A,O,,1.2,0.1,0.4087,国证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,消费,国证消费电子主题指数,
013453.OF,交银国证新能源C,O,,1.0,0.2,,国证新能源指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,国证新能源指数,
013094.OF,汇添富中证沪港深科技龙头C,O,,0.5,0.1,0.0261,中证沪港深科技龙头指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证沪港深科技龙头指数,
013093.OF,汇添富中证沪港深科技龙头A,O,,0.5,0.1,0.1142,中证沪港深科技龙头指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证沪港深科技龙头指数,
013403.OF,华夏恒生科技ETF联接C,O,,0.5,0.15,0.0376,恒生科技指数收益率(经人民币汇率调整)*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(经人民币汇率调整),
013371.OF,民生加银新能源智选A,O,,1.2,0.2,0.2768,中证新能源指数收益率*75%+中债新综合财富指数收益率*25%,混合型,科技,中证新能源指数,
013402.OF,华夏恒生科技ETF联接A,O,,0.5,0.15,0.194,恒生科技指数收益率(经人民币汇率调整)*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(经人民币汇率调整),
013372.OF,民生加银新能源智选C,O,,1.2,0.2,0.1918,中证新能源指数收益率*75%+中债新综合财富指数收益率*25%,混合型,科技,中证新能源指数,
013339.OF,创金合信芯片产业A,O,,1.2,0.2,0.2691,中证芯片产业指数收益率*80%+中债综合全价指数收益率*10%+中证港股通综合指数收益率*10%,股票型,科技,中证芯片产业指数,
013340.OF,创金合信芯片产业C,O,,1.2,0.2,0.0827,中证芯片产业指数收益率*80%+中债综合全价指数收益率*10%+中证港股通综合指数收益率*10%,股票型,科技,中证芯片产业指数,
010711.OF,华富国潮优选A,O,,1.2,0.2,0.3347,中证内地消费主题指数收益率*65%+中证全债指数收益率*25%+中证港股通消费主题指数收益率*10%,混合型,消费,中证内地消费主题指数,
013446.OF,东财中证芯片产业联接C,O,,0.5,0.05,1.3577,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证芯片产业指数,
013445.OF,东财中证芯片产业联接A,O,,0.5,0.05,1.793,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证芯片产业指数,
012045.OF,大成医药健康A,O,,1.2,0.2,3.5866,中证医药卫生指数收益率*65%+中证综合债券指数收益率*20%+恒生指数收益率*15%,股票型,医疗,中证医药卫生指数,
012046.OF,大成医药健康C,O,,1.2,0.2,0.4569,中证医药卫生指数收益率*65%+中证综合债券指数收益率*20%+恒生指数收益率*15%,股票型,医疗,中证医药卫生指数,
013396.OF,华夏新能源车龙头C,O,,1.2,0.2,0.3943,中证新能源汽车产业指数收益率*60%+中证港股通综合指数收益率*20%+中债综合(全价)指数收益率*20%,混合型,科技,中证新能源汽车产业指数,
013395.OF,华夏新能源车龙头A,O,,1.2,0.2,0.762,中证新能源汽车产业指数收益率*60%+中证港股通综合指数收益率*20%+中债综合(全价)指数收益率*20%,混合型,科技,中证新能源汽车产业指数,
013171.OF,华夏恒生互联网科技业ETF联接A,O,,0.5,0.15,0.4411,经人民币汇率调整的恒生互联网科技业指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,经人民币汇率调整的恒生互联网科技业指数,
012972.OF,东吴消费成长C,O,,1.2,0.2,0.6195,中证内地消费主题指数收益率*70%+中债综合指数(全价)收益率*20%+恒生指数收益率*10%,混合型,消费,中证内地消费主题指数,
012971.OF,东吴消费成长A,O,,1.2,0.2,1.5372,中证内地消费主题指数收益率*70%+中债综合指数(全价)收益率*20%+恒生指数收益率*10%,混合型,消费,中证内地消费主题指数,
013172.OF,华夏恒生互联网科技业ETF联接C,O,,0.5,0.15,0.172,经人民币汇率调整的恒生互联网科技业指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,经人民币汇率调整的恒生互联网科技业指数,
013533.OF,广发科技创新C,O,,1.2,0.2,,中国战略新兴产业成份指数收益率*70%+中证全债指数收益率*30%,混合型,科技,中国战略新兴产业成份指数,
012980.OF,大成恒生科技ETF联接C,O,,0.5,0.1,0.1139,恒生科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数,
013014.OF,华夏中证新能源汽车ETF联接C,O,,0.5,0.1,0.2589,中证新能源汽车指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
013013.OF,华夏中证新能源汽车ETF联接A,O,,0.5,0.1,0.7931,中证新能源汽车指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
012979.OF,大成恒生科技ETF联接A,O,,0.5,0.1,0.1487,恒生科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数,
013441.OF,东财创新医疗六个月定开,O,,1.2,0.1,0.8668,中证全指医药卫生指数收益率*80%+中证综合债券指数收益率*20%,混合型,医疗,中证全指医药卫生指数,
010962.OF,中银鑫新消费成长C,O,,1.2,0.2,1.1348,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*20%+恒生指数收益率*10%,混合型,消费,沪深300指数,000300.SH
013483.OF,华安医疗创新C,O,,1.2,0.2,,中证医药卫生指数收益率*70%+中债综合全价指数收益率*20%+恒生医疗保健指数收益率(经汇率调整后)*10%,混合型,医疗,中证医药卫生指数,
010965.OF,中银鑫新消费成长A,O,,1.2,0.2,4.7157,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*20%+恒生指数收益率*10%,混合型,消费,沪深300指数,000300.SH
013027.OF,银华富久食品饮料精选C,O,,1.2,0.2,1.2667,中证食品饮料指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+商业银行人民币活期存款利率(税后)*10%,混合型,消费,中证食品饮料指数,
012598.OF,华安国证生物医药联接A,O,,0.5,0.1,0.1876,国证生物医药指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,国证生物医药指数,
012599.OF,华安国证生物医药联接C,O,,0.5,0.1,0.0217,国证生物医药指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,国证生物医药指数,
013028.OF,恒越品质生活,O,,1.2,0.2,1.6754,中证消费服务领先指数收益率*55%+中债总指数(全价)收益率*25%+中证香港100指数收益率*20%,混合型,消费,中证消费服务领先指数,
012402.OF,天弘中证医药指数增强C,O,,0.6,0.1,1.758,中证医药主题指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,医疗,中证医药主题指数,
012401.OF,天弘中证医药指数增强A,O,,0.6,0.1,0.5148,中证医药主题指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,医疗,中证医药主题指数,
013195.OF,招商中证新能源汽车A,O,,1.0,0.2,0.468,中证新能源汽车指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
013196.OF,招商中证新能源汽车C,O,,1.0,0.2,2.1684,中证新能源汽车指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
013080.OF,中信保诚中证800医药C,O,,1.0,0.2,,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,被动指数型,医疗,中证800制药与生物科技指数,
013163.OF,广发中证沪港深科技龙头ETF联接C,O,,0.5,0.1,0.0444,中证沪港深科技龙头指数(人民币)收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,中证沪港深科技龙头指数(人民币),
013162.OF,广发中证沪港深科技龙头ETF联接A,O,,0.5,0.1,0.1099,中证沪港深科技龙头指数(人民币)收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,中证沪港深科技龙头指数(人民币),
012354.OF,南方新能源产业趋势A,O,,1.2,0.2,23.4781,中证新能源指数收益率*60%+上证国债指数收益率*30%+恒生工业行业指数(人民币)收益率*10%,混合型,科技,中证新能源指数,
012355.OF,南方新能源产业趋势C,O,,1.2,0.2,1.6546,中证新能源指数收益率*60%+上证国债指数收益率*30%+恒生工业行业指数(人民币)收益率*10%,混合型,科技,中证新能源指数,
012832.OF,南方中证新能源ETF联接C,O,,0.15,0.05,0.5666,中证新能源指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证新能源指数,
013104.OF,博时新能源主题C,O,,1.2,0.2,3.5912,中证新能源指数收益率*70%+中债综合财富(总值)指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,混合型,科技,中证新能源指数,
012831.OF,南方中证新能源ETF联接A,O,,0.15,0.05,2.5486,中证新能源指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证新能源指数,
012691.OF,广发消费领先C,O,,1.2,0.2,0.4484,中证内地消费主题指数收益率*55%+人民币计价的中证港股通大消费主题指数收益率*25%+中债新综合财富(总值)指数收益率*20%,混合型,消费,中证内地消费主题指数,
013103.OF,博时新能源主题A,O,,1.2,0.2,3.1104,中证新能源指数收益率*70%+中债综合财富(总值)指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,混合型,科技,中证新能源指数,
012970.OF,鹏华国证半导体芯片ETF联接C,O,,0.5,0.1,1.8185,国证半导体芯片指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证半导体芯片指数,
012690.OF,广发消费领先A,O,,1.2,0.2,9.5321,中证内地消费主题指数收益率*55%+人民币计价的中证港股通大消费主题指数收益率*25%+中债新综合财富(总值)指数收益率*20%,混合型,消费,中证内地消费主题指数,
012969.OF,鹏华国证半导体芯片ETF联接A,O,,0.5,0.1,0.5155,国证半导体芯片指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证半导体芯片指数,
013116.OF,华安文体健康主题C,O,,1.2,0.2,,中证800指数收益率*50%+中国债券总指数收益率*50%,灵活配置型,医疗,中证800指数,
012544.OF,嘉实中证新能源汽车C,O,,0.5,0.1,2.0166,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
012543.OF,嘉实中证新能源汽车A,O,,0.5,0.1,0.137,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
011876.OF,景顺长城医疗健康A,O,,1.2,0.2,3.3162,中证医药卫生全收益指数收益率*70%+恒生综合指数收益率(使用估值汇率折算)*20%+中证综合债券指数收益率*10%,混合型,医疗,中证医药卫生全收益指数,
011877.OF,景顺长城医疗健康C,O,,1.2,0.2,0.8203,中证医药卫生全收益指数收益率*70%+恒生综合指数收益率(使用估值汇率折算)*20%+中证综合债券指数收益率*10%,混合型,医疗,中证医药卫生全收益指数,
005626.OF,富国中证医药主题指数增强C,O,,1.2,0.2,,中证医药主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,增强指数型,医疗,中证医药主题指数,
013179.OF,广发国证新能源车电池ETF联接A,O,,0.5,0.1,0.6904,国证新能源车电池指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证新能源车电池指数,
013180.OF,广发国证新能源车电池ETF联接C,O,,0.5,0.1,1.3398,国证新能源车电池指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证新能源车电池指数,
012203.OF,中加消费优选C,O,,1.2,0.2,0.1484,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+1年期定期存款利率(税后)*20%,混合型,消费,沪深300指数,000300.SH
013152.OF,长信消费精选行业量化C,O,,1.2,0.2,,中证主要消费指数收益率*80%+中证综合债指数收益率*20%,股票型,消费,中证主要消费指数,
012202.OF,中加消费优选A,O,,1.2,0.2,4.7731,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+1年期定期存款利率(税后)*20%,混合型,消费,沪深300指数,000300.SH
013154.OF,长信医疗保健行业C,O,,1.2,0.2,,中证医药卫生指数收益率*60%+中国债券总指数收益率*40%,灵活配置型,医疗,中证医药卫生指数,
012804.OF,广发恒生科技联接A,O,,0.5,0.1,0.1772,人民币计价的恒生科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,人民币计价的恒生科技指数,
012805.OF,广发恒生科技联接C,O,,0.5,0.1,2.1724,人民币计价的恒生科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,人民币计价的恒生科技指数,
012629.OF,广发国证半导体芯片ETF联接A,O,,0.5,0.1,4.0621,国证半导体芯片指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证半导体芯片指数,
012630.OF,广发国证半导体芯片ETF联接C,O,,0.5,0.1,1.4869,国证半导体芯片指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证半导体芯片指数,
012284.OF,光大健康优加A,O,,1.2,0.2,17.661,中证医药卫生指数收益率*50%+中证内地消费主题指数收益率*20%+中证全债指数收益率*20%+恒生指数收益率*10%,混合型,医疗,中证医药卫生指数,
013188.OF,华夏能源革新C,O,,1.2,0.2,,中证内地新能源指数收益率*90%+上证国债指数收益率*10%,股票型,科技,中证内地新能源指数,
012837.OF,华安CES半导体芯片行业A,O,,0.5,0.1,0.1814,中华交易服务半导体芯片行业指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,中华交易服务半导体芯片行业指数,
012838.OF,华安CES半导体芯片行业C,O,,0.5,0.1,0.3087,中华交易服务半导体芯片行业指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,中华交易服务半导体芯片行业指数,
970069.OF,兴证资管金麒麟消费升级C,O,,1.2,0.2,,中证内地消费主题指数收益率*65%+中证香港300消费指数收益率*20%+中债综合(全价)指数收益率*15%,混合型,消费,中证内地消费主题指数,
970067.OF,兴证资管金麒麟消费升级A,O,,1.2,0.2,,中证内地消费主题指数收益率*65%+中证香港300消费指数收益率*20%+中债综合(全价)指数收益率*15%,混合型,消费,中证内地消费主题指数,
970068.OF,兴证资管金麒麟消费升级B,O,,1.2,0.2,,中证内地消费主题指数收益率*65%+中证香港300消费指数收益率*20%+中债综合(全价)指数收益率*15%,混合型,消费,中证内地消费主题指数,
012060.OF,富国全球消费精选A人民币,O,,1.2,0.2,4.4639,中证香港上市可交易内地消费指数收益率*40%+中证内地消费主题指数收益率*40%+中证全球消费主题50指数收益率*15%+人民币活期存款利率(税后)*5%,混合型,消费,中证香港上市可交易内地消费指数,
013183.OF,浦银安盛医疗健康C,O,,1.2,0.2,,中证医药卫生指数收益率*55%+中债综合指数收益率*45%,灵活配置型,医疗,中证医药卫生指数,
012061.OF,富国全球消费精选美元,O,,1.2,0.2,,中证香港上市可交易内地消费指数收益率*40%+中证内地消费主题指数收益率*40%+中证全球消费主题50指数收益率*15%+人民币活期存款利率(税后)*5%,混合型,消费,中证香港上市可交易内地消费指数,
012062.OF,富国全球消费精选C人民币,O,,1.2,0.2,0.2879,中证香港上市可交易内地消费指数收益率*40%+中证内地消费主题指数收益率*40%+中证全球消费主题50指数收益率*15%+人民币活期存款利率(税后)*5%,混合型,消费,中证香港上市可交易内地消费指数,
007862.OF,金元顺安医疗健康C,O,,1.2,0.1,2.0722,中证医药卫生指数收益率*65%+中证综合债券指数收益率*35%,混合型,医疗,中证医药卫生指数,
007861.OF,金元顺安医疗健康A,O,,1.2,0.1,0.5552,中证医药卫生指数收益率*65%+中证综合债券指数收益率*35%,混合型,医疗,中证医药卫生指数,
012764.OF,华泰紫金中证细分食品饮料C,O,,0.3,0.05,0.4271,中证细分食品饮料产业主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,中证细分食品饮料产业主题指数,
012763.OF,华泰紫金中证细分食品饮料A,O,,0.3,0.05,0.1295,中证细分食品饮料产业主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,中证细分食品饮料产业主题指数,
012867.OF,易方达标普生物科技美元现汇C,O,,0.8,0.2,,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,医疗,标普生物科技精选行业指数(使用估值汇率折算),
012866.OF,易方达标普生物科技人民币C,O,,0.8,0.2,,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,医疗,标普生物科技精选行业指数(使用估值汇率折算),
012882.OF,工银科技龙头ETF联接A,O,,0.45,0.07,0.2165,中证科技龙头指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证科技龙头指数,
012883.OF,工银科技龙头ETF联接C,O,,0.45,0.07,0.0547,中证科技龙头指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证科技龙头指数,
012869.OF,易方达标普信息科技C美元现汇,O,,0.8,0.2,,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,科技,标普500信息科技指数(使用估值汇率折算),
011957.OF,鹏华新能源精选C,O,,1.2,0.2,3.5357,中证新能源产业指数收益率*70%+恒生能源行业指数收益率(经汇率估值调整)*15%+中证综合债指数收益率*15%,混合型,科技,中证新能源产业指数,
011956.OF,鹏华新能源精选A,O,,1.2,0.2,20.7462,中证新能源产业指数收益率*70%+恒生能源行业指数收益率(经汇率估值调整)*15%+中证综合债指数收益率*15%,混合型,科技,中证新能源产业指数,
012552.OF,天弘中证芯片联接A,O,,0.5,0.1,0.2256,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证芯片产业指数,
012868.OF,易方达标普信息科技C人民币,O,,0.8,0.2,,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,科技,标普500信息科技指数(使用估值汇率折算),
012865.OF,易方达标普医疗保健C美元现汇,O,,0.8,0.2,,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,医疗,标普500医疗保健等权重指数(使用估值汇率折算),
012553.OF,天弘中证芯片联接C,O,,0.5,0.1,0.4269,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证芯片产业指数,
012864.OF,易方达标普医疗保健C人民币,O,,0.8,0.2,,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,医疗,标普500医疗保健等权重指数(使用估值汇率折算),
010715.OF,财通资管消费升级一年持有A,O,,1.2,0.2,9.8628,沪深300指数收益率*75%+中债综合指数收益率*25%,混合型,消费,沪深300指数,000300.SH
012651.OF,博时半导体主题C,O,,1.2,0.2,2.6617,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数(CNY)收益率*20%+中债综合财富(总值)指数收益率*20%,混合型,科技,中证全指半导体产品与设备指数,
012650.OF,博时半导体主题A,O,,1.2,0.2,4.8223,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数(CNY)收益率*20%+中债综合财富(总值)指数收益率*20%,混合型,科技,中证全指半导体产品与设备指数,
010716.OF,财通资管消费升级一年持有C,O,,1.2,0.2,0.5472,沪深300指数收益率*75%+中债综合指数收益率*25%,混合型,消费,沪深300指数,000300.SH
013048.OF,富国中证新能源汽车C,O,,1.0,0.2,,中证新能源汽车指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
